Nom;Ville;IATA;OACI;Lat;Lon;Alt
Goroka Airport;Goroka;GKA;AYGA;-6.0816898345900015;145.391998291;5282
Madang Airport;Madang;MAG;AYMD;-5.20707988739;145.789001465;20
Mount Hagen Kagamuga Airport;Mount Hagen;HGU;AYMH;-5.826789855957031;144.29600524902344;5388
Nadzab Airport;Nadzab;LAE;AYNZ;-6.569803;146.725977;239
Port Moresby Jacksons International Airport;Port Moresby;POM;AYPY;-9.443380355834961;147.22000122070312;146
Wewak International Airport;Wewak;WWK;AYWK;-3.5838301181800003;143.66900634799998;19
Narsarsuaq Airport;Narssarssuaq;UAK;BGBW;61.1604995728;-45.4259986877;112
Godthaab / Nuuk Airport;Godthaab;GOH;BGGH;64.19090271;-51.678100585900005;283
Kangerlussuaq Airport;Sondrestrom;SFJ;BGSF;67.0122218992;-50.7116031647;165
Thule Air Base;Thule;THU;BGTL;76.5311965942;-68.70320129390001;251
Akureyri Airport;Akureyri;AEY;BIAR;65.66000366210939;-18.07270050048828;6
Egilsstaðir Airport;Egilsstadir;EGS;BIEG;65.28330230712889;-14.401399612426758;76
Hornafjörður Airport;Hofn;HFN;BIHN;64.295601;-15.2272;24
Húsavík Airport;Husavik;HZK;BIHU;65.952301;-17.426001;48
Ísafjörður Airport;Isafjordur;IFJ;BIIS;66.05809783935547;-23.13529968261719;8
Keflavik International Airport;Keflavik;KEF;BIKF;63.985000610352;-22.605600357055998;171
Patreksfjörður Airport;Patreksfjordur;PFJ;BIPA;65.555801;-23.965;11
Reykjavik Airport;Reykjavik;RKV;BIRK;64.1299972534;-21.9405994415;48
Siglufjörður Airport;Siglufjordur;SIJ;BISI;66.133301;-18.9167;10
Vestmannaeyjar Airport;Vestmannaeyjar;VEY;BIVM;63.42430114746094;-20.27890014648437;326
Sault Ste Marie Airport;Sault Sainte Marie;YAM;CYAM;46.48500061035156;-84.5093994140625;630
Winnipeg / St. Andrews Airport;Winnipeg;;CYAV;50.0564002991;-97.0325012207;760
Halifax / CFB Shearwater Heliport;Halifax;;CYAW;44.639702;-63.499401;144
St. Anthony Airport;St. Anthony;YAY;CYAY;51.391899108900006;-56.083099365200006;108
Tofino / Long Beach Airport;Tofino;YAZ;CYAZ;49.079833;-125.77558300000001;80
Kugaaruk Airport;Pelly Bay;YBB;CYBB;68.534401;-89.808098;56
Baie Comeau Airport;Baie Comeau;YBC;CYBC;49.13249969482422;-68.20439910888672;71
CFB Bagotville;Bagotville;YBG;CYBG;48.33060073852539;-70.99639892578125;522
Baker Lake Airport;Baker Lake;YBK;CYBK;64.29889678960001;-96.077796936;59
Campbell River Airport;Campbell River;YBL;CYBL;49.95080184936523;-125.27100372314452;346
Brandon Municipal Airport;Brandon;YBR;CYBR;49.91;-99.951897;1343
Cambridge Bay Airport;Cambridge Bay;YCB;CYCB;69.1081008911;-105.13800048799999;90
Nanaimo Airport;Nanaimo;YCD;CYCD;49.054970224899996;-123.869862556;92
Castlegar/West Kootenay Regional Airport;Castlegar;YCG;CYCG;49.296398162799996;-117.63200378399999;1624
Miramichi Airport;Chatham;YCH;CYCH;47.007801;-65.449203;108
Charlo Airport;Charlo;YCL;CYCL;47.990798999999996;-66.330299;132
Kugluktuk Airport;Coppermine;YCO;CYCO;67.816704;-115.143997;74
Coronation Airport;Coronation;YCT;CYCT;52.0750007629;-111.444999695;2595
Chilliwack Airport;Chilliwack;YCW;CYCW;49.1528015137;-121.93900299100001;32
Clyde River Airport;Clyde River;YCY;CYCY;70.4860992432;-68.5167007446;87
Coral Harbour Airport;Coral Harbour;YZS;CYZS;64.1932983398;-83.3593978882;210
Dawson City Airport;Dawson;YDA;CYDA;64.04309844970703;-139.12800598144528;1215
Burwash Airport;Burwash;YDB;CYDB;61.37110137939453;-139.04100036621094;2647
Princeton Airport;Princeton;;CYDC;49.468101501499994;-120.51100158700001;2298
Deer Lake Airport (1);Deer Lake;YDF;CYDF;49.21080017089844;-57.39139938354492;72
Dease Lake Airport;Dease Lake;YDL;CYDL;58.4221992493;-130.031997681;2600
Dauphin Barker Airport;Dauphin;YDN;CYDN;51.10079956054688;-100.052001953125;999
Dawson Creek Airport;Dawson Creek;YDQ;CYDQ;55.7422981262207;-120.18299865722656;2148
Edmonton International Airport;Edmonton;YEG;CYEG;53.309700012200004;-113.580001831;2373
Arviat Airport;Eskimo Point;YEK;CYEK;61.0942001343;-94.0708007812;32
Estevan Airport;Estevan;YEN;CYEN;49.210300445600005;-102.96600341799999;1905
Edson Airport;Edson;YET;CYET;53.5788993835;-116.46499633799999;3043
Eureka Airport;Eureka;YEU;CYEU;79.9946975708;-85.814201355;256
Inuvik Mike Zubko Airport;Inuvik;YEV;CYEV;68.30419921880001;-133.483001709;224
Iqaluit Airport;Iqaluit;YFB;CYFB;63.756402;-68.555801;110
Fredericton Airport;Fredericton;YFC;CYFC;45.86890029907226;-66.53720092773439;68
Forestville Airport;Forestville;YFE;CYFE;48.74610137939453;-69.09719848632811;293
Flin Flon Airport;Flin Flon;YFO;CYFO;54.6781005859375;-101.68199920654295;997
Fort Resolution Airport;Fort Resolution;YFR;CYFR;61.1808013916;-113.690002441;526
Fort Simpson Airport;Fort Simpson;YFS;CYFS;61.76020050048828;-121.23699951171876;555
Kingston Norman Rogers Airport;Kingston;YGK;CYGK;44.22529983520508;-76.5969009399414;305
La Grande Rivière Airport;La Grande Riviere;YGL;CYGL;53.62530136108398;-77.7042007446289;639
Gaspé (Michel-Pouliot) Airport;Gaspe;YGP;CYGP;48.775299072299994;-64.4785995483;112
Geraldton Greenstone Regional Airport;Geraldton;YGQ;CYGQ;49.77830123901367;-86.93939971923828;1144
Îles-de-la-Madeleine Airport;Iles De La Madeleine;YGR;CYGR;47.42470169067383;-61.778099060058594;35
Hudson Bay Airport;Hudson Bay;YHB;CYHB;52.8166999817;-102.31099700899999;1175
Dryden Regional Airport;Dryden;YHD;CYHD;49.831699;-92.744202;1354
Ulukhaktok Holman Airport;Holman Island;YHI;CYHI;70.76280212402344;-117.80599975585938;117
Gjoa Haven Airport;Gjoa Haven;YHK;CYHK;68.635597229;-95.8497009277;152
John C. Munro Hamilton International Airport;Hamilton;YHM;CYHM;43.173599243199995;-79.93499755859999;780
Montréal / Saint-Hubert Airport;Montreal;YHU;CYHU;45.5175018311;-73.4169006348;90
Hay River / Merlyn Carter Airport;Hay River;YHY;CYHY;60.8396987915;-115.782997131;541
Halifax / Stanfield International Airport;Halifax;YHZ;CYHZ;44.880798339799995;-63.508598327600005;477
Atikokan Municipal Airport;Atikokan;YIB;CYIB;48.7738990784;-91.6386032104;1408
Pond Inlet Airport;Pond Inlet;YIO;CYIO;72.6832962036;-77.9666976929;181
St Jean Airport;St. Jean;YJN;CYJN;45.29439926147461;-73.28109741210938;136
Stephenville Airport;Stephenville;YJT;CYJT;48.5442008972168;-58.54999923706055;84
Kamloops Airport;Kamloops;YKA;CYKA;50.702201843299996;-120.444000244;1133
Waterloo Airport;Waterloo;YKF;CYKF;43.4608001709;-80.3786010742;1055
Schefferville Airport;Schefferville;YKL;CYKL;54.80530166625977;-66.8052978515625;1709
Kindersley Airport;Kindersley;YKY;CYKY;51.5175018311;-109.180999756;2277
Buttonville Municipal Airport;Toronto;YKZ;CYKZ;43.86220169067383;-79.37000274658203;650
Chapleau Airport;Chapleau;YLD;CYLD;47.81999969482422;-83.3467025756836;1470
Meadow Lake Airport;Meadow Lake;YLJ;CYLJ;54.12530136108398;-108.52300262451172;1576
Lloydminster Airport;Lloydminster;YLL;CYLL;53.30920028686523;-110.072998046875;2193
Alert Airport;Alert;YLT;CYLT;82.51779937740001;-62.280601501499994;100
Kelowna International Airport;Kelowna;YLW;CYLW;49.9561004639;-119.377998352;1421
Mayo Airport;Mayo;YMA;CYMA;63.61640167236328;-135.86799621582028;1653
Moose Jaw Air Vice Marshal C. M. McEwen Airport;Moose Jaw;YMJ;CYMJ;50.330299377441406;-105.55899810791016;1892
Fort McMurray Airport;Fort Mcmurray;YMM;CYMM;56.653301238999994;-111.22200012200001;1211
Moosonee Airport;Moosonee;YMO;CYMO;51.291099548339844;-80.60780334472656;30
Maniwaki Airport;Maniwaki;YMW;CYMW;46.272800445600005;-75.9906005859;656
Montreal International (Mirabel) Airport;Montreal;YMX;CYMX;45.679501;-74.038696;270
Natashquan Airport;Natashquan;YNA;CYNA;50.18999862670898;-61.78919982910156;39
Ottawa / Gatineau Airport;Gatineau;YND;CYND;45.5217018127;-75.5635986328;211
Matagami Airport;Matagami;YNM;CYNM;49.76169967651367;-77.80280303955078;918
Old Crow Airport;Old Crow;YOC;CYOC;67.57060241699219;-139.83900451660156;824
CFB Cold Lake;Cold Lake;YOD;CYOD;54.40499877929688;-110.27899932861328;1775
High Level Airport;High Level;YOJ;CYOJ;58.62139892578125;-117.16500091552734;1110
Ottawa Macdonald-Cartier International Airport;Ottawa;YOW;CYOW;45.3224983215332;-75.66919708251953;374
Prince Albert Glass Field;Prince Albert;YPA;CYPA;53.214199066199996;-105.672996521;1405
Peace River Airport;Peace River;YPE;CYPE;56.226898;-117.446999;1873
Southport Airport;Portage-la-prairie;YPG;CYPG;49.903099;-98.27381700000001;885
Pitt Meadows Airport;Pitt Meadows;;CYPK;49.21609878540039;-122.70999908447266;11
Pickle Lake Airport;Pickle Lake;YPL;CYPL;51.4463996887207;-90.21420288085938;1267
Port Menier Airport;Port Menier;YPN;CYPN;49.83639907836914;-64.28859710693361;167
Peterborough Airport;Peterborough;YPQ;CYPQ;44.22999954223633;-78.36329650878906;628
Prince Rupert Airport;Prince Pupert;YPR;CYPR;54.2860984802;-130.445007324;116
Fort Chipewyan Airport;Fort Chipewyan;YPY;CYPY;58.7672004699707;-111.11699676513672;761
Muskoka Airport;Muskoka;YQA;CYQA;44.974700927734375;-79.30329895019531;925
Quebec Jean Lesage International Airport;Quebec;YQB;CYQB;46.7911;-71.393303;244
Red Deer Regional Airport;Red Deer Industrial;YQF;CYQF;52.18220138549805;-113.8939971923828;2968
Windsor Airport;Windsor;YQG;CYQG;42.27560043334961;-82.95559692382812;622
Watson Lake Airport;Watson Lake;YQH;CYQH;60.11640167236328;-128.82200622558594;2255
Kenora Airport;Kenora;YQK;CYQK;49.78829956054688;-94.36309814453124;1332
Lethbridge County Airport;Lethbridge;YQL;CYQL;49.6302986145;-112.80000305200001;3048
Greater Moncton International Airport;Moncton;YQM;CYQM;46.11220169067383;-64.67859649658203;232
Comox Airport;Comox;YQQ;CYQQ;49.71080017089844;-124.88700103759766;84
Regina International Airport;Regina;YQR;CYQR;50.43190002441406;-104.66600036621094;1894
Thunder Bay Airport;Thunder Bay;YQT;CYQT;48.37189865112305;-89.32389831542969;653
Grande Prairie Airport;Grande Prairie;YQU;CYQU;55.1796989441;-118.885002136;2195
Yorkton Municipal Airport;Yorkton;YQV;CYQV;51.26470184326172;-102.46199798583984;1635
North Battleford Airport;North Battleford;YQW;CYQW;52.76919937133789;-108.24400329589844;1799
Gander International Airport;Gander;YQX;CYQX;48.9369010925293;-54.56809997558594;496
Sydney / J.A. Douglas McCurdy Airport;Sydney;YQY;CYQY;46.1614;-60.047798;203
Quesnel Airport;Quesnel;YQZ;CYQZ;53.026100158691406;-122.51000213623048;1789
Resolute Bay Airport;Resolute;YRB;CYRB;74.71690368649999;-94.9693984985;215
Rivière-du-Loup Airport;Riviere Du Loup;YRI;CYRI;47.76440048217773;-69.58470153808594;427
Roberval Airport;Roberval;YRJ;CYRJ;48.52000045776367;-72.2656021118164;586
Rocky Mountain House Airport;Rocky Mountain House;YRM;CYRM;52.4296989441;-114.903999329;3244
Rankin Inlet Airport;Rankin Inlet;YRT;CYRT;62.811401367200006;-92.1157989502;94
Sudbury Airport;Sudbury;YSB;CYSB;46.625;-80.79889678955078;1141
Sherbrooke Airport;Sherbrooke;YSC;CYSC;45.4385986328125;-71.69139862060547;792
Saint John Airport;St. John;YSJ;CYSJ;45.31610107421875;-65.89029693603516;357
Fort Smith Airport;Fort Smith;YSM;CYSM;60.020301818847656;-111.96199798583984;671
Nanisivik Airport;Nanisivik;YSR;CYSR;72.982201;-84.613602;2106
Summerside Airport;Summerside;YSU;CYSU;46.44060134887695;-63.83359909057617;56
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport;Sachs Harbour;YSY;CYSY;71.9938964844;-125.24299621600001;282
Cape Dorset Airport;Cape Dorset;YTE;CYTE;64.2300033569;-76.5267028809;164
Thompson Airport;Thompson;YTH;CYTH;55.80110168457031;-97.86419677734376;729
CFB Trenton;Trenton;YTR;CYTR;44.118900299072266;-77.5280990600586;283
Timmins/Victor M. Power;Timmins;YTS;CYTS;48.569698333699996;-81.376701355;967
Billy Bishop Toronto City Centre Airport;Toronto;YTZ;CYTZ;43.627499;-79.396202;252
Tuktoyaktuk Airport;Tuktoyaktuk;YUB;CYUB;69.43329620361328;-133.0260009765625;15
Montreal / Pierre Elliott Trudeau International Airport;Montreal;YUL;CYUL;45.4706001282;-73.7407989502;118
Repulse Bay Airport;Repulse Bay;YUT;CYUT;66.5214004517;-86.22470092770003;80
Hall Beach Airport;Hall Beach;YUX;CYUX;68.77610015869999;-81.2425;30
Rouyn Noranda Airport;Rouyn;YUY;CYUY;48.20610046386719;-78.83560180664062;988
La Ronge Airport;La Ronge;YVC;CYVC;55.1514015198;-105.262001038;1242
Vermilion Airport;Vermillion;YVG;CYVG;53.355800628699996;-110.823997498;2025
Qikiqtarjuaq Airport;Broughton Island;YVM;CYVM;67.5457992554;-64.03140258789999;21
Val-d'Or Airport;Val D'or;YVO;CYVO;48.0532989502;-77.7827987671;1107
Kuujjuaq Airport;Quujjuaq;YVP;CYVP;58.09609985351562;-68.42690277099611;129
Norman Wells Airport;Norman Wells;YVQ;CYVQ;65.28160095214844;-126.7979965209961;238
Vancouver International Airport;Vancouver;YVR;CYVR;49.193901061999995;-123.183998108;14
Buffalo Narrows Airport;Buffalo Narrows;YVT;CYVT;55.8418998718;-108.41799926799999;1423
Wiarton Airport;Wiarton;YVV;CYVV;44.7458;-81.107201;729
Petawawa Airport;Petawawa;YWA;CYWA;45.95220184326172;-77.31919860839844;427
Winnipeg / James Armstrong Richardson International Airport;Winnipeg;YWG;CYWG;49.909999847399995;-97.2398986816;783
Wabush Airport;Wabush;YWK;CYWK;52.92190170288086;-66.86440277099611;1808
Williams Lake Airport;Williams Lake;YWL;CYWL;52.1831016541;-122.054000854;3085
Wrigley Airport;Wrigley;YWY;CYWY;63.20940017700195;-123.43699645996094;489
Cranbrook/Canadian Rockies International Airport;Cranbrook;YXC;CYXC;49.610801696777;-115.78199768066001;3082
Edmonton City Centre (Blatchford Field) Airport;Edmonton;YXD;CYXD;53.5724983215;-113.52100372299999;2202
Saskatoon John G. Diefenbaker International Airport;Saskatoon;YXE;CYXE;52.170799255371094;-106.6999969482422;1653
Medicine Hat Airport;Medicine Hat;YXH;CYXH;50.01890182495117;-110.72100067138672;2352
Fort St John Airport;Fort Saint John;YXJ;CYXJ;56.23809814453125;-120.73999786376952;2280
Sioux Lookout Airport;Sioux Lookout;YXL;CYXL;50.11389923095703;-91.9052963256836;1258
Pangnirtung Airport;Pangnirtung;YXP;CYXP;66.1449966431;-65.71360015869999;75
Earlton (Timiskaming Regional) Airport;Earlton;YXR;CYXR;47.6974006546;-79.84734535220001;800
Prince George Airport;Prince George;YXS;CYXS;53.8894004822;-122.679000854;2267
Northwest Regional Airport Terrace-Kitimat;Terrace;YXT;CYXT;54.468498;-128.576009;713
London Airport;London;YXU;CYXU;43.035599;-81.1539;912
Abbotsford Airport;Abbotsford;YXX;CYXX;49.02529907226562;-122.36100006103516;195
Whitehorse / Erik Nielsen International Airport;Whitehorse;YXY;CYXY;60.709598541300004;-135.067001343;2317
North Bay Jack Garland Airport;North Bay;YYB;CYYB;46.363602;-79.422798;1215
Calgary International Airport;Calgary;YYC;CYYC;51.113899231000005;-114.019996643;3557
Smithers Airport;Smithers;YYD;CYYD;54.82469940185547;-127.18299865722656;1712
Fort Nelson Airport;Fort Nelson;YYE;CYYE;58.8363990784;-122.59700012200001;1253
Penticton Airport;Penticton;YYF;CYYF;49.46310043334961;-119.60199737548828;1129
Charlottetown Airport (2);Charlottetown;YYG;CYYG;46.290000915527344;-63.12110137939453;160
Taloyoak Airport;Spence Bay;YYH;CYYH;69.5466995239;-93.57669830319999;92
Victoria International Airport;Victoria;YYJ;CYYJ;48.646900177;-123.426002502;63
Lynn Lake Airport;Lynn Lake;YYL;CYYL;56.86389923095703;-101.07599639892578;1170
Swift Current Airport;Swift Current;YYN;CYYN;50.291900634799994;-107.691001892;2680
Churchill Airport;Churchill;YYQ;CYYQ;58.73920059204102;-94.06500244140624;94
Goose Bay Airport;Goose Bay;YYR;CYYR;53.3191986084;-60.425800323500006;160
St. John's International Airport;St. John;YYT;CYYT;47.618598938000005;-52.751899719200004;461
Kapuskasing Airport;Kapuskasing;YYU;CYYU;49.41389846801758;-82.46749877929688;743
Armstrong Airport;Armstrong;YYW;CYYW;50.29029846191406;-88.90969848632812;1058
Mont Joli Airport;Mont Joli;YYY;CYYY;48.60860061645508;-68.20809936523439;172
Lester B. Pearson International Airport;Toronto;YYZ;CYYZ;43.6772003174;-79.63059997559999;569
Downsview Airport;Toronto;YZD;CYZD;43.74250030517578;-79.4655990600586;652
Gore Bay Manitoulin Airport;Gore Bay;YZE;CYZE;45.88529968261719;-82.56780242919922;635
Yellowknife Airport;Yellowknife;YZF;CYZF;62.46279907226562;-114.44000244140624;675
Slave Lake Airport;Slave Lake;YZH;CYZH;55.293098449700004;-114.777000427;1912
Sandspit Airport;Sandspit;YZP;CYZP;53.25429916379999;-131.813995361;21
Chris Hadfield Airport;Sarnia;YZR;CYZR;42.9994010925293;-82.30889892578125;594
Port Hardy Airport;Port Hardy;YZT;CYZT;50.68059921264648;-127.36699676513672;71
Whitecourt Airport;Whitecourt;YZU;CYZU;54.14390182495117;-115.78700256347656;2567
Sept-Îles Airport;Sept-iles;YZV;CYZV;50.22330093383789;-66.26560211181639;180
Teslin Airport;Teslin;YZW;CYZW;60.17279815673828;-132.74299621582028;2313
CFB Greenwood;Greenwood;YZX;CYZX;44.98440170288086;-64.91690063476561;92
Faro Airport (3);Faro;ZFA;CZFA;62.20750045776367;-133.37600708007812;2351
Fort Mcpherson Airport;Fort Mcpherson;ZFM;CZFM;67.40750122070311;-134.86099243164062;116
Blida Airport;Blida;QLD;DAAB;36.50360107421875;2.814169883728028;535
Bou Saada Airport;Bou Saada;BUJ;DAAD;35.33250045776367;4.206389904022217;1506
Soummam Airport;Bejaja;BJA;DAAE;36.712001800500005;5.0699200630200005;20
Houari Boumediene Airport;Algier;ALG;DAAG;36.691001892089844;3.215409994125366;82
Djanet Inedbirene Airport;Djanet;DJG;DAAJ;24.292801;9.45244;3176
Boufarik Airport;Boufarik;;DAAK;36.545799;2.8761099999999997;335
Reggane Airport;Reggan;;DAAN;26.7101;0.285647;955
Illizi Takhamalt Airport;Illizi;VVZ;DAAP;26.7234992981;8.62265014648;1778
Ain Oussera Airport;Ain Oussera;;DAAQ;35.52539825439453;2.8787100315093994;2132
Aguenar – Hadj Bey Akhamok Airport;Tamanrasset;TMR;DAAT;22.8115005493;5.45107984543;4518
Jijel Ferhat Abbas Airport;Jijel;GJL;DAAV;36.7951011658;5.873610019680001;36
Mecheria Airport;Mecheria;MZW;DAAY;33.535900116;-0.242353007197;3855
Relizane Airport;Relizane;;DAAZ;35.752201;0.626272;282
Rabah Bitat Airport;Annaba;AAE;DABB;36.822201;7.8091740000000005;16
Mohamed Boudiaf International Airport;Constantine;CZL;DABC;36.2760009765625;6.620389938354492;2265
Cheikh Larbi Tébessi Airport;Tebessa;TEE;DABS;35.4315986633;8.120719909670001;2661
Hassi R'Mel Airport;Tilrempt;HRM;DAFH;32.93040084838867;3.311539888381958;2540
Bou Chekif Airport;Tiaret;TID;DAOB;35.3410987854;1.4631500244100002;3245
Bou Sfer Airport;Bou Sfer;;DAOE;35.73540115356445;-0.8053889870643616;187
Tindouf Airport;Tindouf;TIN;DAOF;27.700399398800002;-8.167099952700001;1453
Ech Cheliff Airport;Ech-cheliff;CFK;DAOI;36.212699890100005;1.33176994324;463
Tafaraoui Airport;Oran;TAF;DAOL;35.54240036010742;-0.5322780013084412;367
Zenata – Messali El Hadj Airport;Tlemcen;TLM;DAON;35.0167007446;-1.4500000476800001;814
Es Senia Airport;Oran;ORN;DAOO;35.6239013672;-0.6211829781529999;295
Sidi Bel Abbes Airport;Sidi Bel Abbes;BFW;DAOS;35.1717987061;-0.593275010586;1614
Ghriss Airport;Ghriss;MUW;DAOV;35.207698822021484;0.14714199304580688;1686
Touat Cheikh Sidi Mohamed Belkebir Airport;Adrar;AZR;DAUA;27.83760070800781;-0.1864140033721924;919
Biskra Airport;Biskra;BSK;DAUB;34.793300628699996;5.73823022842;289
El Golea Airport;El Golea;ELG;DAUE;30.5713005065918;2.8595900535583496;1306
Noumérat - Moufdi Zakaria Airport;Ghardaia;GHA;DAUG;32.38410186767578;3.7941100597381587;1512
Oued Irara Airport;Hassi Messaoud;HME;DAUH;31.673000335700003;6.140439987180001;463
In Salah Airport;In Salah;INZ;DAUI;27.2509994507;2.51202011108;896
Touggourt Sidi Madhi Airport;Touggourt;TGR;DAUK;33.067798614501946;6.088669776916504;279
Laghouat Airport;Laghouat;LOO;DAUL;33.764400482199996;2.92833995819;2510
Timimoun Airport;Timimoun;TMX;DAUT;29.237100601199998;0.276033014059;1027
Ain el Beida Airport;Ouargla;OGX;DAUU;31.917200088500977;5.412779808044434;492
In Aménas Airport;Zarzaitine;IAM;DAUZ;28.0515;9.64291;1847
Cadjehoun Airport;Cotonou;COO;DBBB;6.357230186462402;2.384350061416626;19
Ouagadougou Airport;Ouagadougou;OUA;DFFD;12.3532;-1.51242;1037
Bobo Dioulasso Airport;Bobo-dioulasso;BOY;DFOO;11.160099983215332;-4.33096981048584;1511
Kotoka International Airport;Accra;ACC;DGAA;5.605189800262451;-0.16678600013256073;205
Tamale Airport;Tamale;TML;DGLE;9.55718994140625;-0.8632140159606934;553
Wa Airport;Wa;;DGLW;10.0826997756958;-2.507689952850342;1060
Sunyani Airport;Sunyani;NYI;DGSN;7.361830234527588;-2.3287599086761475;1014
Takoradi Airport;Takoradi;TKD;DGTK;4.896059989929199;-1.7747600078582764;21
Port Bouet Airport;Abidjan;ABJ;DIAP;5.261390209197998;-3.9262900352478023;21
Bouaké Airport;Bouake;BYK;DIBK;7.738800048828125;-5.073669910430908;1230
Daloa Airport;Daloa;DJO;DIDL;6.7928099632263175;-6.473189830780028;823
Korhogo Airport;Korhogo;HGO;DIKO;9.38718032837;-5.556660175319999;1214
Man Airport;Man;MJC;DIMN;7.2720699310302725;-7.58735990524292;1089
San Pedro Airport (4);San Pedro;SPY;DISP;4.746719837188722;-6.660820007324219;26
Yamoussoukro Airport;Yamoussoukro;ASK;DIYO;6.9031701088;-5.36558008194;699
Nnamdi Azikiwe International Airport;Abuja;ABV;DNAA;9.006790161132812;7.263169765472412;1123
Akure Airport;Akure;AKR;DNAK;7.246739864349365;5.3010101318359375;1100
Benin Airport;Benin;BNI;DNBE;6.3169798851013175;5.599500179290772;258
Margaret Ekpo International Airport;Calabar;CBQ;DNCA;4.976019859313965;8.347200393676758;210
Akanu Ibiam International Airport;Enugu;ENU;DNEN;6.4742698669433585;7.561960220336914;466
Gusau Airport;Gusau;;DNGU;12.1717;6.696110000000001;1520
Ibadan Airport;Ibadan;IBA;DNIB;7.362460136413574;3.97832989692688;725
Ilorin International Airport;Ilorin;ILR;DNIL;8.440210342407228;4.493919849395752;1126
Yakubu Gowon Airport;Jos;JOS;DNJO;9.639829635620117;8.869050025939941;4232
Kaduna Airport;Kaduna;KAD;DNKA;10.696000099182127;7.320109844207764;2073
Mallam Aminu International Airport;Kano;KAN;DNKN;12.0476;8.52462;1562
Maiduguri International Airport;Maiduguri;MIU;DNMA;11.855299949645994;13.080900192260742;1099
Makurdi Airport;Makurdi;MDI;DNMK;7.703880000000001;8.61394;371
Murtala Muhammed International Airport;Lagos;LOS;DNMM;6.5773701667785645;3.321160078048706;135
Minna Airport;Minna;MXJ;DNMN;9.652170181274414;6.462259769439697;834
Port Harcourt International Airport;Port Hartcourt;PHC;DNPO;5.0154900550842285;6.94959020614624;87
Sadiq Abubakar III International Airport;Sokoto;SKO;DNSO;12.916299819946287;5.207190036773682;1010
Yola Airport;Yola;YOL;DNYO;9.257550239562988;12.430399894714355;599
Zaria Airport;Zaria;ZAR;DNZA;11.1302;7.685810000000001;2170
Maradi Airport;Maradi;MFQ;DRRM;13.5024995803833;7.1267499923706055;1240
Diori Hamani International Airport;Niamey;NIM;DRRN;13.4815;2.18361;732
Tahoua Airport;Tahoua;THZ;DRRT;14.875699996948242;5.265359878540039;1266
Mano Dayak International Airport;Agadez;AJY;DRZA;16.965999603271484;8.000109672546388;1657
Dirkou Airport;Dirkou;;DRZD;18.968700408935547;12.86870002746582;1273
Diffa Airport;Diffa;;DRZF;13.372900009155273;12.626700401306152;994
Zinder Airport;Zinder;ZND;DRZR;13.779000282287598;8.983759880065918;1516
Monastir Habib Bourguiba International Airport;Monastir;MIR;DTMB;35.75809860229492;10.75469970703125;9
Tunis Carthage International Airport;Tunis;TUN;DTTA;36.85100173950195;10.22719955444336;22
Sidi Ahmed Air Base;Bizerte;;DTTB;37.245398;9.79145;20
Remada Air Base;Remada;;DTTD;32.306198120117195;10.382100105285645;1004
Gafsa Ksar International Airport;Gafsa;GAF;DTTF;34.42200088500977;8.822500228881836;1060
Gabès Matmata International Airport;Gabes;GAE;DTTG;33.87689971923828;10.103300094604492;26
Borj El Amri Airport;Bordj El Amri;;DTTI;36.72129821777344;9.94314956665039;110
Djerba Zarzis International Airport;Djerba;DJE;DTTJ;33.875;10.775500297546387;19
El Borma Airport;El Borma;EBM;DTTR;31.70429992675781;9.254619598388672;827
Sfax Thyna International Airport;Sfax;SFA;DTTX;34.71799850463867;10.690999984741213;85
Tozeur Nefta International Airport;Tozeur;TOE;DTTZ;33.939701080322266;8.110560417175293;287
Niamtougou International Airport;Niatougou;LRL;DXNG;9.767330169677734;1.0912499427795408;1515
Lomé-Tokoin Airport;Lome;LFW;DXXX;6.165609836578369;1.2545100450515747;72
Antwerp International Airport (Deurne);Antwerp;ANR;EBAW;51.189399719200004;4.46027994156;39
Beauvechain Air Base;Beauvechain;;EBBE;50.75859832763672;4.768330097198486;370
Kleine Brogel Air Base;Kleine Brogel;;EBBL;51.168301;5.47;200
Brussels Airport;Brussels;BRU;EBBR;50.9014015198;4.48443984985;184
Jehonville Air Base;Bertrix;;EBBX;49.8917007446289;5.223889827728272;1514
Brussels South Charleroi Airport;Charleroi;CRL;EBCI;50.459202000000005;4.4538199999999994;614
Chièvres Air Base;Chievres;;EBCV;50.57580184936523;3.8310000896453857;194
Koksijde Air Base;Koksijde;;EBFN;51.09030151367188;2.652780055999756;20
Florennes Air Base;Florennes;;EBFS;50.2433013916;4.64583015442;935
Wevelgem Airport;Kortrijk-vevelgem;KJK;EBKT;50.817199707;3.2047200202900004;64
Liège Airport;Liege;LGG;EBLG;50.63740158081055;5.443220138549805;659
Ostend-Bruges International Airport;Ostend;OST;EBOS;51.1988983154;2.8622200489;13
Zutendaal Air Base;Zutendaal;;EBSL;50.9474983215332;5.590559959411621;312
Brustem Airfield Sint Truiden;Sint-truiden;;EBST;50.791901;5.20167;246
Saint Hubert Air Base;St.-hubert;;EBSU;50.034400939941406;5.440810203552246;1930
Ursel Air Base;Ursel;;EBUL;51.14419937133789;3.475559949874878;95
Weelde Air Base;Weelde;;EBWE;51.394798278808594;4.9601898193359375;105
Zoersel (Oostmalle) Airfield;Zoersel;OBL;EBZR;51.264702;4.75333;53
